RBD;NOM_RBD
2465;ESCUELA CONCENTRAC. RURAL SERGIO VERDUGO HERRERA
2467;ESCUELA BAS.ABEL BOUCHON FAURE
2469;ESCUELA ABRAHAM LINCOLN DE AGUA BUENA
2470;ESCUELA BAS.SAN JOSE DE LOS LINGUES
2471;ESCUELA BERNARDO MORENO FREDES
2472;ESCUELA BASICA ANTONIO LARA MEDINA
2475;ESCUELA LOS MAQUIS
2476;ESCUELA BASICA GASPAR MARIN
2482;FUNDACION EDUCACIONAL INSTITUTO SAN FERNANDO
2485;LICEO AGRICOLA EL CARMEN
2486;LICEO MUNICIPAL COMPLEJO EDUC. CHIMBARONGO
2487;ESCUELA BAS.FERNANDO ARENAS  ALMARZA
2488;ESCUELA MUNICIPAL
2489;ESCUELA BAS. VILLA CONVENTO VIEJO
2490;ESCUELA MUNICIPAL
2491;ESCUELA MUNICIPAL
2492;ESCUELA MUNICIPAL
2493;ESCUELA BAS. JOSE MIGUEL CARRERA VERDUGO
2494;ESCUELA MUNICIPAL
2495;ESCUELA MUNICIPAL
2496;ESCUELA MUNICIPAL
2498;ESCUELA MUNICIPAL
2500;ESCUELA MUNICIPAL
2501;ESCUELA BAS. PEDRO ETCHEVERRY
2505;ESCUELA MUNICIPAL
2506;ESCUELA MUNICIPAL
2507;ESCUELA MUNICIPAL
2508;ESCUELA MUNICIPAL
2509;ESCUELA MUNICIPAL
2513;ESCUELA MUNICIPAL
2514;ESCUELA AGRICOLA LAS GARZAS
2517;ESCUELA PARTICULAR MELECIA TOCORNAL
2518;LICEO SAN FRANCISCO
2519;ESCUELA BASICA RAUL CACERES PACHECO
2520;ESCUELA MUNICIPAL LA DEHESA
2521;ESCUELA MUNICIPAL LA TUNA
2522;ESCUELA MUNICIPAL SN LUIS DE MANANTIALES
2523;ESCUELA EL AMANECER
2524;ESCUELA DANY GERMAN GONZALEZ SOTO
2525;COLEGIO BASICO CONSOLIDADO
2526;ESCUELA BAS. IGNACIO CARRERA PINTO
2527;ESCUELA B�SICA PUQUILLAY
2528;ESCUELA BAS. ADRIANA LYON VIAL
2529;ESCUELA MUNICIPAL YAQUIL
2530;LICEO MUNICIPAL JUAN PABLO II
2531;COLEGIO PARTICULAR EL PRINCIPITO
2532;COLEGIO LIBERTADOR O�HIGGINS DE CHEPICA
2534;ESCUELA EUGENIO RUIZ-TAGLE MONTES
2535;COLEGIO MUNICIPAL LAS ALAMEDAS
2536;COLEGIO MUNICIPAL EMILIA SALINAS DIAZ
2537;ESCUELA LUIS ATHAS
2538;ESCUELA LINDORFO MONTERO FUENZALIDA
2539;ESCUELA LUIS ARTURO ZUNIGA FUENTES
2540;ESCUELA MARIA MARTA DEL REAL CORREA
2541;ESCUELA HECTOR RODOLFO CASTILLO MORENO
2542;ESCUELA LUZ MARIA CRESPO URETA DE KERESTEGIAN
2543;ESCUELA CARLOS DONOSO REBOLLEDO
2544;COLEGIO CRUZ MARIA
2545;ESCUELA GABRIELA MISTRAL
2546;ESCUELA NUESTRA SE�ORA DE LA CANDELARIA 1
2548;ESCUELA ESTRELLA DE DAVID
2549;ESCUELA DE ADULTOS
2551;LICEO MUNICIPAL DE SANTA CRUZ
2552;INSTITUTO POLITECNICO
2553;ESCUELA MUNICIPAL DE SANTA CRUZ
2555;ESCUELA MARIA  ARAYA VALDES
2556;ESCUELA MUNICIPAL DE PANIAHUE
2557;ESCUELA GRANJA ADEODATO GARCIA VALENZUELA
2558;ESCUELA LA FINCA
2559;ESCUELA MUNICIPAL DE BARREALES
2560;ESC. MUNICIPAL LA LAJUELA
2561;ESCUELA MUNICIPAL DE QUINAHUE
2562;ESCUELA MUNICIPAL DE ISLA DE YAQUIL
2563;ESCUELA MUNICIPAL DE LA PATAGUA
2565;ESCUELA MUNICIPAL DE MILLAHUE DE APALTA
2566;ESCUELA MUNICIPAL DE CUNACO
2568;ESCUELA MUNICIPAL DE PANAMA
2570;ESCUELA MUNICIPAL DE LOS MAITENES
2572;ESCUELA MUNICIPAL DE RINCON DE YAQUIL
2575;ESCUELA MUNICIPAL
2576;ESCUELA MUNICIPAL DE GUINDO ALTO
2577;ESCUELA ANGEL ARRIGORRIAGA
2579;INSTITUTO REGIONAL FEDERICO ERRAZURIZ
2580;LICEO MARIA AUXILIADORA
2583;LICEO DE LOLOL
2584;ESCUELA OCTAVIO MUJICA VALENZUELA
2590;ESCUELA MUNICIPAL RINCONADA DE QUIAHUE
2591;ESCUELA MUNICIPAL JUANA GONZALEZ
2592;ESCUELA MUNICIPAL EDUVIGIS PANTOJA L
2594;ESCUELA BASICA  HUGO URZUA URZUA
2598;ESCUELA BASICA OLGA DE GOMEZ
2599;ESCUELA MUNICIPAL DE PUMANQUE
2601;ESCUELA MUNICIPAL DE NILAHUE CORNEJO
2603;ESCUELA MUNICIPAL DE MATA REDONDA
2604;ESCUELA PENABLANCA
2607;ESCUELA MUNICIPAL DE RINCON LOS PERALES
2609;ESCUELA MUNICIPAL DE PALMILLA DE RETO
2611;ESCUELA MUNICIPAL DE PALMILLA
2612;LICEO SAN JOSE DEL CARMEN
2613;ESCUELA MUNICIPAL SANTA MATILDE
2615;ESCUELA JORGE ERRAZURIZ ECHE�IQUE
2621;ESCUELA REBECA CADIZ VALENZUELA
2622;ESCUELA MUNICIPAL VALLE HERMOSO
2624;ESCUELA MUNICIPAL LIHUEIMO
2625;LICEO BICENTENARIO VICTOR JARA MARTINEZ
2626;COLEGIO MANUEL RODRIGUEZ ERDOIZA
2627;ESCUELA GUSTAVO RIVERA BUSTOS
2629;ESCUELA MUNICIPAL SARA RAVELLO PARRAGUEZ
2633;ESCUELA MARTA VALDES ECHE�IQUE
2634;ESCUELA PABLO NERUDA
2635;LICEO AGUSTIN ROSS EDWARDS
2636;ESCUELA PUEBLO DE VIUDAS
2637;ESCUELA MUNICIPAL VILLA SAN PEDRO
2639;ESCUELA ALTO RAMIREZ
2642;ESCUELA COGUIL
2643;ESCUELA PADRE ALBERTO HURTADO C.
2646;ESCUELA LA AGUADA
2647;ESCUELA RODEILLO
2650;ESCUELA CAHUIL
2652;ESCUELA CIRUELOS
2654;COLEGIO LIBERTADORES
2655;ESCUELA ESPINILLO
2656;COLEGIO DE LA PRECIOSA SANGRE
2657;LICEO MUNICIPAL PABLO NERUDA
2658;COLEGIO MUNICIPAL DIVINA GABRIELA
2660;ESCUELA FRANCISCO CHAVEZ CIFUENTES
2661;ESCUELA MUNICIPAL EL MANZANO
2664;ESCUELA BASICA CONFEDERACION HELVETICA
2666;ESCUELA MUNICIPAL LA BOCA DE RAPEL
2673;ESCUELA MUNICIPAL PADRE ALBERTO HURTADO
2678;ESCUELA MUNICIPAL MARIA WILLIAMS
2681;LICEO EL ROSARIO DE LITUECHE
2682;ESCUELA MUNICIPAL QUELENTARO
2685;ESCUELA MUNICIPAL MATANCILLA
2686;ESCUELA MUNICIPAL PULIN
2687;ESCUELA MUNICIPAL PASO DEL SOLDADO
2692;ESCUELA MUNICIPAL MANQUEHUA
2694;ESCUELA PROF. MONICA SILVA GOMEZ
2698;ESCUELA MUNICIPAL GUADALAO
2700;ESCUELA MUNICIPAL LA AGUADA
2701;LICEO MUNICIPAL INSTITUTO CARDENAL CARO
2702;ESCUELA MUNICIPAL LA QUEBRADA
2703;ESCUELA MUNICIPAL EL SAUCE
2704;ESCUELA MUNICIPAL EL PARQUE
2705;ESCUELA TRINIDAD
2706;ESCUELA MUNICIPAL LO MARCHANT
2707;ESCUELA MUNICIPAL NOBELES DE CHILE
2708;ESCUELA MUNICIPAL PAILIMO
2711;ESCUELA MUNICIPAL SAN MIGUEL VILUCO
2714;ESCUELA UNION DE MUJERES AMERICANAS
2715;ESC.BASICA MERCEDES URZUA DIAZ
2716;ESCUELA MUNICIPAL SAN PEDRO DE ALCANTARA
2717;ESCUELA MUNICIPAL ALBERTINA VALENZUELA
2719;ESCUELA LUIS ARTEMON PEREZ A.
2721;ESCUELA SANTA ANA DE LA POBLACION
2722;ESCUELA LOS COPIHUES DEL CALVARIO
2723;ESCUELA MUNICIPAL LOS BRIONES
2724;ESCUELA MUNICIPAL EL CARDAL
2725;ESCUELA MUNICIPAL LO VALDIVIA
2727;ESCUELA MUNICIPAL ESMERALDA
2728;ESCUELA LAS CARMELITAS
2731;ESC.CAPLLAN JOSE LUIS LOPEZ CARRASCO
2732;LICEO FERNANDO LAZCANO
2733;LICEO LUIS CRUZ MARTINEZ DE CURICO
2734;COLEGIO ALESSANDRI
2735;ESCUELA PRESIDENTE J.M.BALMACEDA
2736;ESCUELA PALESTINA
2737;COLEGIO POLIVALENTE JAP�N
2738;ESCUELA REPUBLICA DE BRASIL
2740;ESCUELA GRECIA
2741;ESCUELA ERNESTO CASTRO ARELLANO
2742;ESC.REPUBLICA ORIENTAL DEL URUGUAY
2744;ESCUELA ESPANA
2745;ESCUELA CATALUNA
2747;ESCUELA SAN ANTONIO
2748;ESCUELA REPUBLICA ARGENTINA
2749;ESCUELA AGUAS NEGRAS
2750;ESCUELA MARIA INES RODRIGUEZ
2751;CENTRO INTEGRADO DE EDUCACION DE ADULTOS DE CURICO
2753;ESCUELA REPUBLICA ESTADOS UNIDOS
2754;ESCUELA INTERNADO POTRERO GRANDE
2755;ESCUELA MARIA OLGA FIGUEROA LEYTON
2756;ESCUELA DIEGO PORTALES P.
2758;COLEGIO MULTICULTURAL RAYEN MAPU
2759;ESCUELA EL MAITENAL
2761;ESCUELA LA OBRA
2762;ESCUELA EL PORVENIR
2763;ESCUELA REPUBLICA DE ITALIA
2764;ESCUELA ISLA DE MARCHANT
2765;ESCUELA RAMON FREIRE
2766;ESCUELA VICTOR VERGARA CAMPOS
2767;ESCUELA LOS CRISTALES
2768;ESCUELA JOSE D. MORALES DIAZ
2771;ESCUELA PABLO NERUDA
2775;ESCUELA MONTE OSCURO
2776;ESCUELA EL MAITEN
2780;ESCUELA HOLANDA
2782;COLEGIO SAN RAMON NONATO
2785;C.EDUC.MONS.MANUEL LARRAIN ERRAZURIZ.
2786;INSTITUTO SAN MARTIN
2787;COLEGIO SANTO TOMAS DE CURICO
2789;ALIANZA FRANCESA JEAN MERMOZ
2790;COLEGIO VICHUQUEN
2793;INSTITUTO POLITECNICO SUPERIOR JUAN TERRI
2794;LICEO TENO
2795;ESCUELA TENO
2796;ESCUELA COMALLE
2799;ESCUELA LA PURISIMA
2800;ESCUELA MORZA
2801;ESCUELA MONTERILLA
2802;ESCUELA SUSANA MONTES VELASCO
2803;ESCUELA LAS ARBOLEDAS
2804;ESC. MANUEL RODRIGUEZ ERDOIZA
2805;ESCUELA ALBORADA VENTANA DEL BAJO
2806;ESCUELA HUEMUL
2809;ESCUELA LAS LIRAS
2814;ESCUELA SAN RAFAEL
2816;ESCUELA PDTE CARLOS IBANEZ DEL CAMPO
2817;ESCUELA SAN CRISTOBAL
2819;ESCUELA TENIENTE CRUZ
2820;ESCUELA LOS ALISOS
2821;ESCUELA BASICA SAN SEBASTIAN
2822;ESCUELA ARTURO ALESSANDRI PALMA
2823;ESCUELA RAMON FREIRE
2825;ESCUELA AMERICA LATINA
2826;ESCUELA TRES ESQUINAS
2827;ESCUELA GUAICO CENTRO
2829;ESCUELA BASICA LUIS ESCOBAR LARA
2830;ESCUELA CARLOS LAZCANO ALFONSO
2831;ESCUELA GERARDO RODRIGUEZ ORTUZAR
2832;ESCUELA FRANCISCO DE PAULA SANTANDER
2833;COLEGIO AGR�COLA NICOL�S MORENO VERGARA
2835;LICEO POLIVALENTE DE MOLINA
2836;LICEO JUAN AGUSTIN MORALES GONZALEZ
2837;ESCUELA SUPERIOR DE HOMBRES
2839;ESCUELA PRESIDENTE EDUARDO FREI MONTALVA
2840;ESCUELA SUPERIOR DE NINAS DE MOLINA
2842;LUIS MALDONADO BOGGIANO
2843;ESCUELA EL PROGRESO
2844;ESC.INTERN.LAS PALMAS TRES ESQUINAS
2845;ESCUELA SAN PEDRO DE MOLINA
2846;ESCUELA BUENA PAZ
2847;ESCUELA CASA BLANCA
2848;ESCUELA QUECHEREGUAS DE PICHINGAL
2850;ESCUELA JULIA CATAN DABIKE
2851;ESCUELA BUENA FE
2854;ESCUELA SAN JORGE DE ROMERAL
2856;ESCUELA EL RADAL
2858;ESCUELA LA PALMILLA
2859;ESCUELA BAJO LOS ROMEROS
2860;ESCUELA EL CERRILLO
2861;ESCUELA ALBERTO GIRARDI FONTANA
2862;ESCUELA PARTICULAR NTRA.SRA.DEL TRANSITO
2863;COLEGIO ADVENTISTA DE MOLINA
2864;LICEO GONZALO CORREA UGARTE
2865;ESCUELA AGRICOLA SUPERIOR DE MOLINA
2866;ESCUELA VILLA PRAT
2867;ESC.DE EDUC.GRAL. BASICA MONSENOR ENRIQUE COR
2868;ESCUELA SANTA ROSA
2870;ESCUELA LA ISLA
2871;ESCUELA LO VALDIVIA
2873;ESCUELA JOSE CANEPA VACCAREZZA
2874;ESCUELA EL DURAZNO
2875;ESCUELA SANTA EMILIA
2876;ESCUELA EUGENIO TAGLE VALDES
2877;ESCUELA LA HIGUERILLA
2879;ESCUELA SANTA MARIA
2882;LICEO HUALANE
2883;ESCUELA LA HUERTA DE MATAQUITO
2884;ESCUELA CARLOS CORREA NUNEZ
2885;ESCUELA ORILLA DE NAVARRO
2888;ESCUELA EDUARDO NUNEZ FUENZALIDA
2890;ESCUELA JOSE SANTOS ALIAGA ROJAS
2892;ESCUELA DE BARBA RUBIA
2893;ESCUELA CAONE
2894;ESCUELA AMELIA VIAL DE CONCHA
2895;ESCUELA PARTICULAR LOS COIPOS
2896;LICEO AUGUSTO SANTELICES VALENZUELA
2901;ESCUELA LOS COPIHUES
2903;COLEGIO DR. MANUEL AVILES INOSTROZA
2907;ESCUELA PLAYA LINDA DE LIPIMAVIDA
2908;ESCUELA ALEJANDRO ROJAS SIERRA
2909;LICEO NUEVO HORIZONTE
2910;ESCUELA ENTRE AGUAS DE LLICO
2911;ESCUELA LAGO VICHUQUEN
2914;ESCUELA EMA CORNEJO DE CARDOEN
2916;ESCUELA QUIRICO SANTELICES SANTELICES
2917;ESCUELA RAUCO
2918;ESCUELA LOS ALMENDROS
2920;ESCUELA LUIS LEYTON RUBIO
2921;ESCUELA LA ALBORADA
2927;ESCUELA EL PLUMERO
2928;ESCUELA EL PARRON
2930;LICEO DE CULTURA Y DIFUSION ARTISTICA
2934;LICEO TECNICO AMELIA COURBIS
2935;LICEO MARTA DONOSO ESPEJO
2937;LICEO INDUSTRIAL SUPERIOR
2938;INST.SUP.DE COMERCIO ENRIQUE MALDONADO S
2939;LICEO DIEGO PORTALES
2940;LICEO CARLOS CONDELL
2941;ESCUELA SARGENTO 2DO DANIEL REBOLLEDO
2942;ESCUELA JUAN LUIS SANFUENTES
2943;LICEO HECTOR PEREZ BIOTT
2944;ESCUELA JOSE M. BALMACEDA Y FERNANDEZ
2945;ESCUELA PROSPERIDAD
2946;ESCUELA CARLOS SPANO
2947;ESCUELA LAS ARAUCARIAS
2948;ESCUELA CARLOS SALINAS LAGOS
2949;ESCUELA BASICA
2950;ESCUELA EL EDEN
2951;ESCUELA LA FLORIDA
2952;ESCUELA VILLA LA PAZ
2955;ESCUELA BRILLA EL SOL
2956;ESCUELA AURORA DE CHILE
2957;ESCUELA UNO SAN AGUSTIN
2958;ESCUELA JOSE ABELARDO NUNEZ
2959;LORENZO VAROLI GHERARDI
2961;LICEO TECNICO PROFESIONAL AULAS DE ESPERANZA DE TALCA
2964;ESCUELA LAS AMERICAS
2965;ESCUELA COOPERATIVA LIRCAY MANUEL YA�EZ OLAVE
2966;ESCUELA COSTANERA
2968;ESCUELA ANTUPEHUEN
2972;ESCUELA ESPERANZA
2973;LICEO ABATE MOLINA
2974;LICEO IGNACIO CARRERA PINTO
2975;ESCUELA HUILQUILEMU
2977;ESCUELA VINA PURISIMA
2978;ESCUELA SAN MIGUEL
2979;ESCUELA EL SAUCE
2980;ESCUELA SANTA MARTA
2981;ESCUELA PANGUILEMO
2983;ESCUELA BASICA PUERTAS NEGRAS
2986;ESCUELA EL ORIENTE
2989;ESCUELA CENTINELA
2990;ESCUELA PARTICULAR AMOR DE DIOS
2991;COLEGIO MONSENOR MANUEL LARRAIN
2992;COLEGIO INTEGRADO SAN PIO X SECTOR PTE.
2993;COLEGIO MARIA RAQUEL
2995;INSTITUTO ANDRES BELLO
2997;COLEGIO DARIO SALAS
2999;COLEGIO CAMILO HENRIQUEZ
3002;COLEGIO MARIA MAZZARELLO
3003;COLEGIO PIAGET
3005;LICEO SANTA TERESITA
3006;CENTRO EDUCATIVO SALESIANOS TALCA
3008;COLEGIO ARTISTICO DEL MAULE
3010;COLEGIO SAN FRANCISCO DE ASIS
3012;COLEGIO DE LA SALLE
3013;COLEGIO JUAN IGNACIO MOLINA
3014;COLEGIO INGLES
3015;COLEGIO PARTICULAR MONTESSORI
3016;LICEO DE PELARCO
3017;ESCUELA SAN RAFAEL
3019;ESCUELA HERNAN CIUDAD INOSTROZA
3020;ESCUELA ALTO PANGUE
3022;ESCUELA PABLO CORREA MONTT
3023;ESCUELA EL MANZANO
3024;ESCUELA DANTE RONCAGLIOLO BAVESTRELLO
3025;ESCUELA PANGUE ARRIBA
3026;ESCUELA PANGUE ABAJO
3028;ESCUELA EL MILAGRO
3029;ESCUELA WILIBALDO NUNEZ
3030;ESCUELA LIHUENO
3032;ESCUELA PARTICULAR SAN SEBASTIAN
3033;LICEO AGROINDUSTRIAL RIO CLARO
3034;ESCUELA BASICA JUAN LUIS SANFUENTES ANDONAEGUI
3036;ESCUELA EL BOLSICO
3037;ESCUELA PORVENIR
3038;ESCUELA LA CHISPA
3039;ESCUELA ODESSA
3042;ESCUELA EL GUINDO
3045;ESCUELA SANTA HERMINIA
3047;ESCUELA CASAS VIEJAS
3048;ESCUELA PASO ANCHO
3051;ESCUELA MAITENES
3055;LICEO SAN CLEMENTE ENTRE RIOS
3056;ESCUELA SAN CLEMENTE
3057;ESCUELA ARTURO PRAT CHACON
3058;ESCUELA AURORA
3059;ESCUELA DEIDAMIA PAREDES BELLO
3060;ESCUELA RAMADILLAS
3061;ESCUELA PUNTA DE DIAMANTE
3062;ESCUELA PEUMO NEGRO
3063;ESCUELA CORRALONES
3065;ESCUELA ENRIQUE CORREA GUZMAN
3067;ESCUELA LEOPOLDO GUARDA GEYNTES
3068;ESCUELA BELLA UNION
3069;ESCUELA QUERI
3070;ESCUELA CHEQUEN DE LA PENA
3073;ESCUELA BAJO LIRCAY
3076;ESCUELA BRAMADERO
3077;ESCUELA COREL
3079;ESCUELA ELENA BURGOS MOREIRA
3080;ESCUELA SAN VALERIANO
3081;ESCUELA BAJO PERQUIN
3082;ESCUELA SAN DIEGO
3084;ESCUELA LOS ROBLES DE VILCHES CENTRO
3085;ESCUELA PASO NEVADO
3086;ESCUELA LOS MONTES
3088;ESCUELA VILCHES ALTO
3090;ESCUELA EL COLORADO
3092;ESCUELA NACIONES UNIDAS
3093;ESCUELA CARRETONES
3096;ESCUELA LOS ALMENDROS
3098;ESCUELA BASICA LA MINA
3103;ESCUELA DE ORION
3104;ESCUELA LA PLACETA
3106;ESCUELA FLOR DEL LLANO
3107;ESCUELA SANTA ELENA
3108;COLEGIO PAULA MONTAL
3110;ESCUELA MAULE
3111;ESCUELA VILLA CULENAR
3112;ESCUELA CALLEJONES
3113;ESCUELA COLIN
3114;ESCUELA CHACARILLA
3115;ESCUELA RURAL DUAO
3117;ESCUELA RURAL NUMPAY
3118;ESCUELA QUINIPEUMO
3119;ESCUELA EL BOLSICO
3121;ESCUELA EL FUERTE
3122;ESCUELA EL CANELO
3123;ESCUELA SANTA ROSA DE LAVADEROS
3124;ESCUELA LINARES DE PERALES
3125;ESCUELA VILLA COBIN
3126;LICEO TECNICO AGRICOLA MARIA AUXILIADORA
3127;ESCUELA AGRICOLA SAN JOSE DE DUAO
3128;LICEO SAN IGNACIO
3129;ESCUELA SAN SEBASTIAN DE PUICO
3130;ESCUELA PEDRO ANTONIO TEJOS TEJOS
3134;ESCUELA MARIA OLGA VEGA VEGA
3138;COMPLEJO EDUCACIONAL PENCAHUE
3139;ESCUELA PADRE LUIS OLIVA NAVARRETE
3140;ESCUELA CORINTO
3141;ESCUELA JOSE MANUEL SALCEDO RAMIREZ
3143;ESCUELA SANTA LAURA DE LO FIGUEROA
3146;ESCUELA LA ESPERANZA DEL FUTURO
3156;ESCUELA TAPIHUE
3158;ESCUELA LA PATAGUA
3159;ESCUELA RIVERA DEL MAULE
3161;ESCUELA PALMAS DE TOCONEY
3163;INSTITUTO POLITECNICO SUPERIOR EGIDIO ROZ
3165;LICEO CONSTITUCION
3166;ESCUELA ENRIQUE DONN MULLER
3168;ESCUELA SUPERIOR NUEVA BILBAO
3169;ESCUELA CERRO ALTO JOSE OPAZO DIAZ
3172;LICEO RURAL PUTU
3173;LICEO RURAL ENRIQUE MAC IVER
3174;ESCUELA LAS CORRIENTES
3176;ESCUELA JUNQUILLAR
3177;ESCUELA MARIA INES MAROMILLAS
3179;ESCUELA BARRANQUILLAS
3183;ESCUELA PROSPERO GONZALEZ CIENFUEGOS
3185;ESCUELA COSTA BLANCA
3186;ESCUELA MIGUEL FAUNDEZ MORALES
3187;ESCUELA CARRIZALILLO
3189;ESCUELA TERESA CONSUELO
3190;ESCUELA RURAL QUEBRADA VERDE
3191;ESCUELA SANTA AURORA DE CARRIZAL
3196;ESCUELA LEONTINA LETELIER LETELIER
3197;ESCUELA LA QUEBRADA , PICHAMAN
3198;ESCUELA EDUARDO MACHADO CORSI
3201;ESCUELA PARTICULAR SANTA ROSA
3202;COLEGIO SAN ALBERTO HURTADO
3203;COLEGIO SANTIAGO ONEDERRA
3204;COLEGIO CONSTITUCION
3205;LICEO LUIS EDMUNDO CORREA ROJAS
3206;ESCUELA FRAY PEDRO ARMENGOL VALENZUELA
3207;ESCUELA PEDRO ANTONIO GONZALEZ
3208;ESCUELA LAS MERCEDES
3209;ESCUELA ELENA ARMIJO MORALES
3212;ESCUELA ANA LUISA ESPINA RIVERO
3213;ESCUELA LA TRICHERA
3215;ESCUELA EL SANTO DE TABUNCO
3216;ESCUELA CAPILLA DE RAPILERMO
3217;ESCUELA JUAN JESUS GONZALEZ AVENDA�O
3219;ESCUELA LA ORILLA
3221;ESCUELA DOCAMAVIDA
3223;ESCUELA DOMULGO
3225;ESCUELA HORNILLOS
3229;ESCUELA MANANTIALES
3230;ESCUELA JOSE LUIS RICHARDS GONZALEZ
3232;ESCUELA PUPILLA
3233;ESCUELA JOSE MIGUEL CARRERA
3235;ESCUELA MAURICIO LETELIER LETELIER
3236;ESCUELA QUEBRADA DE LOS GUINDOS
3238;ESCUELA MARINA ROJAS SANDOVAL
3239;ESCUELA MARIA PETRONILA CASTRO G.
3240;ESCUELA GASPAR HERRERA HERRERA
3242;ESCUELA SAN FRANCISCO DE ASIS
3243;ESCUELA ALAMEDA LINARES
3247;LICEO VALENTIN LETELIER
3248;INSTITUTO COMERCIAL
3249;ESCUELA UNO ISABEL RIQUELME
3250;ESCUELA PRESIDENTE CARLOS IBANEZ DEL C.
3251;ESCUELA REPUBLICA DE FRANCIA
3252;LICEO TECNICO PROFESIONAL DIEGO PORTALES
3253;JUAN MARTINEZ DE ROZAS
3255;ESCUELA SANTA BARBARA
3256;ESCUELA RAMON BELMAR SALDIAS
3257;ESCUELA ALEJANDRO GIDI
3258;ESCUELA BASICA ESPANA
3260;ESCUELA LOS LEONES
3261;PEDRO AGUIRRE CERDA
3263;ESCUELA MAITENES
3264;ESCUELA SAN VICTOR ALAMOS
3265;ESCUELA LAS TOSCAS
3266;ESCUELA SAN ANTONIO
3267;ESCUELA GRACIELA LETELIER
3268;ESCUELA SALOMON SALMAN DABUD
3269;ESCUELA LAS HORNILLAS
3270;JANUARIO ESPINOSA
3271;ESCUELA LOS HUALLES
3272;ESCUELA CHUPALLAR
3273;ESCUELA MATIAS COUSINO
3274;ESCUELA CAJON DE PEJERREY
3277;ESCUELA JORGE HERRERA GUZMAN
3278;ESCUELA EL EMBOQUE
3282;ESCUELA EL CULMEN
3284;ESCUELA VIOLETA PARRA
3285;ESCUELA LLANKANAO MANUEL FRANCISCO MEZA SECO
3286;ESCUELA BELLAVISTA
3287;ESCUELA LOS MOGOTES
3288;ESCUELA CAMILO HENRIQUEZ
3289;ESCUELA DE ROBLERIA
3290;LICEO MARIA AUXILIADORA
3291;ESCUELA BASICA ALCALDE HECTOR PINOCHET C
3292;ESCUELA PARTICULAR GABRIELA MISTRAL
3294;COLEGIO PARTICULAR MANUEL BULNES
3296;ESC.AGRIC.PART.SALESIANA DON BOSCO
3297;ESCUELA PARTICULAR PROSPERO VILLAR BRAVO
3298;LICEO NUESTRA SE�ORA DEL ROSARIO
3299;ESCUELA MARCELA PAZ
3300;INSTITUTO LINARES
3302;COLEGIO LA PROVIDENCIA
3303;COLEGIO AMELIA TRONCOSO
3304;COLEGIO SAN MIGUEL ARCANGEL
3305;LICEO POLITECNICO DE LINARES
3308;COLEGIO CONCEPCION LINARES
3310;COLEGIO EVANGELICO ADONAY
3311;ESCUELA LUCILA GODOY
3313;LICEO JUAN DE DIOS PUGA
3314;ESCUELA MAITENCILLO
3315;ESCUELA SILVANO FERNANDEZ
3316;ESCUELA SANTA ANA DE QUERI
3317;LICEO JUAN GOMEZ MILLAS
3318;ESCUELA JORGE SALGADO PICA
3319;ESCUELA ALFREDO NOGUERA PRIETO
3320;ESCUELA BERNARDO OHIGGINS
3321;ESCUELA SANTA ELENA
3322;ESCUELA COIRONAL
3323;ESCUELA LUIS AMBROSIO CONCHA
3325;ESCUELA PARTICULAR ARTURO PRAT
3327;ESCUELA AGRICOLA MARTA MARTINEZ CRUZ
3328;LICEO CAPITAN IGNACIO CARRERA PINTO
3329;ESCUELA MAULE SUR
3330;ESCUELA LA FLORESTA
3332;ESCUELA ANDRES BELLO
3333;ESCUELA CARLOS DEL CAMPO RIVERA
3334;ESCUELA MONSENOR MANUEL LARRAIN E.
3335;ESCUELA PANIMAVIDA
3336;ESCUELA RARI
3337;ESCUELA AMALIA AMSTRONG DE TORRES
3338;ESCUELA KURT MOLLER BOCHERENS
3340;ESCUELA LA GUARDIA
3344;ESCUELA LOS BOLDOS
3345;ESCUELA  LOMAS DE PUTAGAN
3346;ESCUELA SANTA ELENA
3347;ESCUELA PARTICULAR MARTA BRUNET
3348;LICEO ARTURO ALESSANDRI PALMA
3349;ESCUELA JUAN DE LA CRUZ DOMINGUEZ G.
3352;ESCUELA ANSELMO DEL CARMEN TAPIA LOYOLA
3353;ESCUELA ROBERTO OPAZO GALVEZ
3354;ESCUELA ONOFRE VASQUEZ NORAMBUENA
3355;ESCUELA GABRIELA MISTRAL
3356;ESCUELA CARDENAL JOSE MARIA CARO
3358;ESCUELA JOSE MIGUEL CARRERA
3359;LICEO LAURA URRUTIA BENAVENTE
3361;ESCUELA FRANCISCO URRUTIA URRUTIA
3362;ESCUELA GABRIEL BENAVENTE BENAVENTE
3364;ESCUELA LUIS PEREIRA INIGUEZ
3365;ESCUELA MARIA AMBROSIA TAPIA MENDEZ
3366;ESCUELA CARLOS MONTERO JARAMILLO
3367;ESCUELA DOMINGA CUELLAR IBANEZ
3368;ESCUELA JUAN SEGUNDO MUNOZ BRIONES
3369;ESCUELA ROBERTO MUNOZ VALDES
3371;ESCUELA PAULA JARAQUEMADA
3373;ESCUELA EL CARMEN
3375;ESCUELA CARLOS CONDELL
3376;ESCUELA MARCELA PAZ
3377;ESCUELA MANUEL ROZAS ARISTIA
3378;ESCUELA SOFIA VASQUEZ REBOLLEDO
3381;ESCUELA ANGEL CRUCHAGA SANTA MARIA
3382;ESCUELA PEDRO ALESSANDRI VARGAS
3383;ESCUELA SANTIAGO BUERAS AVARIA
